Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%),Years_Active,Burn_Rate_Yearly,Estimated_Customers,CAC,LTV,LTV_CAC_Ratio,Runway_Years
Startup_2231,Fintech,4,4824874630.59,21039442493.314297,16,France,2013,42.77,12,402072885.8825,400000,12062.186576475,52598.60623328574,4.360619519504806,0.012435556277378967
Startup_2232,Blockchain,7,366237330.5,1427423532.144865,2,Germany,2010,157.53,15,24415822.033333335,700000,523.1961864285714,2039.1764744926643,3.8975369610631896,0.20478524102828996
Startup_2233,EdTech,10,1825847090.64,2804466477.855437,43,UK,2002,23.74,23,79384656.11478262,1000000,1825.84709064,2804.466477855437,1.5359810206628033,0.06298446380835206
Startup_2234,HealthTech,1,3951937502.38,17070754948.462572,31,UK,2018,44.79,7,564562500.34,100000,39519.3750238,170707.54948462572,4.319591324048506,0.008856415360547005
Startup_2235,E-commerce,9,787413438.17,1368008603.3818011,21,Germany,2018,77.81,7,112487634.0242857,900000,874.9038201888889,1520.0095593131123,1.737344750632072,0.044449330305236186
Startup_2236,Blockchain,9,3165581693.09,7385548248.999832,40,India,2003,94.89,22,143890076.95863637,900000,3517.3129923222223,8206.164721110925,2.33307776107039,0.03474874783364897
Startup_2237,SaaS,10,4681257826.32,23030682716.4547,2,Singapore,2012,53.52,13,360096755.8707692,1000000,4681.257826319999,23030.6827164547,4.919763783777625,0.013885157026503149
Startup_2238,Fintech,1,3429428644.17,5239081161.621048,41,China,2006,180.87,19,180496244.43,100000,34294.2864417,52390.81161621048,1.5276833855480392,0.027701407393764907
Startup_2239,E-commerce,1,1132198654.73,1969581081.1574752,5,Germany,2002,147.08,23,49226028.46652174,100000,11321.9865473,19695.810811574753,1.7396073320959466,0.10157228108297348
Startup_2240,HealthTech,7,4528147143.26,19683020802.10745,30,Brazil,2000,15.47,25,181125885.7304,700000,6468.781633228572,28118.601145867782,4.346815635486798,0.027605110003118702
Startup_2241,EdTech,7,2430547113.41,7321512600.582911,32,China,2015,14.7,10,243054711.341,700000,3472.2101620142853,10459.303715118444,3.0122899326608827,0.02057150002324011
Startup_2242,Fintech,4,1079197964.06,3514954751.648585,21,UK,2002,55.89,23,46921650.61130434,400000,2697.9949101499997,8787.386879121463,3.2570064702727377,0.10656061615179843
Startup_2243,HealthTech,6,929650032.2,3083691081.242493,19,USA,2017,99.91,8,116206254.025,600000,1549.4167203333334,5139.485135404156,3.3170450970081657,0.043026944134386486
Startup_2244,HealthTech,7,1507404913.55,2766394409.2319818,21,China,2002,33.06,23,65539344.0673913,700000,2153.4355907857143,3951.9920131885456,1.835203258504054,0.07629005250432037
Startup_2245,Biotech,1,3168392153.9,10395897153.71684,21,UK,2012,16.81,13,243722473.37692308,100000,31683.921539000003,103958.97153716841,3.2811270350232515,0.020515137281851604
Startup_2246,AI,7,1549606051.61,2347055848.030983,44,India,2016,163.69,9,172178450.1788889,700000,2213.7229308714286,3352.936925758547,1.514614534185933,0.029039638786416834
Startup_2247,AI,5,1250834849.72,6176921420.871792,43,Germany,2020,162.64,5,250166969.944,500000,2501.66969944,12353.842841743584,4.93823898674913,0.019986651319793547
Startup_2248,Blockchain,7,4056035975.15,10379397690.993788,16,UK,2014,103.62,11,368730543.19545454,700000,5794.337107357143,14827.710987133982,2.5590004020144166,0.013560037518643063
Startup_2249,Blockchain,10,3454402304.52,13847160639.420883,22,China,2006,71.71,19,181810647.6063158,1000000,3454.40230452,13847.160639420883,4.008554713300827,0.027501139596767536
Startup_2250,EdTech,3,927843852.77,2166095392.1709404,34,Brazil,2010,94.94,15,61856256.851333335,300000,3092.8128425666664,7220.317973903135,2.334547333265446,0.08083256657474616
Startup_2251,EdTech,5,4607554964.13,16122186261.79758,4,Brazil,2003,181.49,22,209434316.55136365,500000,9215.10992826,32244.37252359516,3.4990762752282816,0.02387383348790289
Startup_2252,EdTech,2,448060714.95,1660318249.894314,49,USA,2002,149.98,23,19480900.65,200000,2240.30357475,8301.59124947157,3.705565327412363,0.2566616446452644
Startup_2253,EdTech,7,3087214718.31,12059947614.070778,3,USA,2021,76.12,4,771803679.5775,700000,4410.306740442857,17228.49659152968,3.906416856120919,0.006478331384396995
Startup_2254,Biotech,5,4390167333.55,10013878295.870998,21,Canada,2015,23.87,10,439016733.355,500000,8780.3346671,20027.756591741996,2.2809787270166586,0.011389087522449569
Startup_2255,Biotech,2,2028799272.26,7572485354.4234495,34,France,2011,142.99,14,144914233.73285714,200000,10143.9963613,37862.42677211725,3.7324960916355265,0.03450316695057902
Startup_2256,AI,2,1385172153.99,5160099003.802955,36,Germany,2005,18.66,20,69258607.6995,200000,6925.86076995,25800.495019014772,3.7252402085468193,0.07219319252985931
Startup_2257,HealthTech,10,609983821.61,2406968512.4791875,35,India,2021,66.77,4,152495955.4025,1000000,609.9838216100001,2406.9685124791877,3.945954674873508,0.03278775484112302
Startup_2258,E-commerce,1,4650062480.5,15670972821.52938,30,Brazil,2023,71.99,2,2325031240.25,100000,46500.624805,156709.7282152938,3.3700563997248385,0.002150508738739516
Startup_2259,Blockchain,1,4220167435.07,15081707011.581036,30,Australia,2015,42.72,10,422016743.507,100000,42201.6743507,150817.07011581035,3.5737224277526503,0.011847871149494012
Startup_2260,Fintech,10,853270604.41,1896493586.0704868,17,France,2016,22.05,9,94807844.93444444,1000000,853.2706044099999,1896.4935860704868,2.2226168067536216,0.052738251812993804
Startup_2261,Fintech,8,2816504549.17,11389778815.75351,35,Brazil,2005,29.05,20,140825227.4585,800000,3520.6306864625003,14237.223519691886,4.043941210430489,0.03550500212380951
Startup_2262,SaaS,5,112789105.76,404470010.35363513,28,Singapore,2008,174.83,17,6634653.28,500000,225.57821152000002,808.9400207072703,3.586073385618401,0.7536188839094844
Startup_2263,E-commerce,5,3280796681.21,6077146042.987117,12,Singapore,2011,192.26,14,234342620.08642858,500000,6561.59336242,12154.292085974233,1.8523385121036477,0.021336281032259242
Startup_2264,Fintech,10,2217239708.98,5397351832.111908,42,UK,2009,197.0,16,138577481.81125,1000000,2217.23970898,5397.351832111908,2.4342662682127676,0.03608089809865552
Startup_2265,Blockchain,1,1286406824.56,5237942538.974031,10,Australia,2001,21.52,24,53600284.35666666,100000,12864.0682456,52379.42538974032,4.071762088766598,0.09328308720769152
Startup_2266,AI,10,3092974350.44,8344012211.24767,10,China,2023,79.65,2,1546487175.22,1000000,3092.97435044,8344.012211247671,2.697730813726493,0.0032331338275008396
Startup_2267,Blockchain,3,1424004331.11,3479909145.7049108,7,China,2001,77.3,24,59333513.79624999,300000,4746.6811037,11599.697152349703,2.4437489898590052,0.08426940661511961
Startup_2268,EdTech,9,4403430495.83,10334572979.032349,20,India,2013,173.33,12,366952541.31916666,900000,4892.700550922222,11482.8588655915,2.346936777773392,0.013625740217046536
Startup_2269,HealthTech,8,2381052121.77,4319305293.671371,38,Brazil,2008,78.39,17,140061889.51588234,800000,2976.3151522125,5399.131617089214,1.8140322314576358,0.03569850454882678
Startup_2270,E-commerce,8,4241617039.09,20820221573.04344,20,Brazil,2002,62.83,23,184418132.13434783,800000,5302.0212988625,26025.276966304304,4.908557604604076,0.027112301497325228
Startup_2271,AI,10,4657307450.71,14048705656.9952,20,Germany,2014,160.23,11,423391586.4281818,1000000,4657.30745071,14048.705656995198,3.0164866300277198,0.011809398581065403
Startup_2272,AI,6,3402289723.18,15251490170.517166,38,Brazil,2017,158.08,8,425286215.3975,600000,5670.482871966667,25419.150284195275,4.482713528659204,0.011756788296857158
Startup_2273,AI,9,3461070557.33,10042886306.305231,8,India,2013,65.48,12,288422546.44416666,900000,3845.633952588889,11158.762562561367,2.9016704918181992,0.01733567663708256
Startup_2274,SaaS,8,3567955462.23,6562059954.961665,21,Australia,2011,28.57,14,254853961.58785716,800000,4459.9443277875,8202.574943702082,1.839165321548136,0.019619078977025528
Startup_2275,AI,4,3160373757.01,12414537183.01607,35,France,2002,11.92,23,137407554.6526087,400000,7900.9343925250005,31036.342957540175,3.9281863910809545,0.036388101168388524
Startup_2276,E-commerce,1,3183121548.19,6817538640.735564,13,France,2018,137.9,7,454731649.74142855,100000,31831.2154819,68175.38640735565,2.141777666206992,0.010995495921260642
Startup_2277,Biotech,7,4579999196.58,11424408288.715467,19,India,2004,36.75,21,218095199.83714285,700000,6542.855995114285,16320.583269593524,2.4944127276804675,0.022925768213759978
Startup_2278,Blockchain,7,3108064120.19,8384819710.658168,43,Singapore,2013,109.71,12,259005343.34916666,700000,4440.091600271428,11978.313872368812,2.697762783010279,0.01930462103733308
Startup_2279,EdTech,7,35063803.65,128273977.96435268,30,UK,2008,115.03,17,2062576.6852941175,700000,50.09114807142857,183.24853994907525,3.658301855804303,2.424152292445318
Startup_2280,AI,5,767047828.89,1360694371.5584586,30,UK,2018,45.06,7,109578261.27,500000,1534.09565778,2721.3887431169173,1.7739368006914622,0.04562948838620498
Startup_2281,EdTech,2,4635309363.41,9405775817.503174,20,UK,2014,181.61,11,421391760.31,200000,23176.54681705,47028.87908751587,2.0291581597012858,0.011865443207341578
Startup_2282,SaaS,5,4237693334.83,6779362080.316029,3,Brazil,2018,45.27,7,605384762.1185714,500000,8475.38666966,13558.724160632057,1.5997764690983687,0.008259210196342362
Startup_2283,Blockchain,8,961988082.25,1607087010.0894597,2,Singapore,2019,37.08,6,160331347.04166666,800000,1202.4851028125,2008.8587626118247,1.670589313674899,0.03118541752599763
Startup_2284,Blockchain,6,4191462673.73,9326939558.326324,2,Germany,2009,146.91,16,261966417.108125,600000,6985.771122883333,15544.899263877207,2.225223098557679,0.019086415942911803
Startup_2285,E-commerce,6,1908709546.4,6187606779.000932,31,Canada,2017,188.32,8,238588693.3,600000,3181.1825773333335,10312.677965001552,3.2417749419608244,0.020956567265796748
Startup_2286,E-commerce,3,1984609053.06,4276396294.613959,31,China,2020,163.81,5,396921810.612,300000,6615.3635102,14254.654315379863,2.1547802011788324,0.012596939413056374
Startup_2287,AI,5,1755416791.87,4190684580.902229,32,Canada,2008,108.99,17,103259811.28647058,500000,3510.83358374,8381.369161804458,2.3872875093316166,0.04842154888438301
Startup_2288,HealthTech,9,3365073254.8,12987837156.552504,45,Canada,2002,16.44,23,146307532.8173913,900000,3738.9702831111113,14430.930173947227,3.8596001255028916,0.03417459035578556
Startup_2289,HealthTech,2,2184913626.93,5120334470.679062,9,India,2014,160.41,11,198628511.5390909,200000,10924.568134649999,25601.672353395308,2.343495142127697,0.02517261978784944
Startup_2290,Fintech,8,1667424829.87,3313224702.4333725,37,Canada,2020,152.39,5,333484965.974,800000,2084.2810373375,4141.530878041715,1.9870309252211904,0.01499317963374044
Startup_2291,Fintech,3,2547919021.04,6994562365.497948,48,Australia,2000,82.7,25,101916760.8416,300000,8493.063403466667,23315.20788499316,2.7452059142142335,0.0490596439556301
Startup_2292,AI,8,1209541085.9,3133166371.8255496,18,USA,2006,27.67,19,63660057.15263158,800000,1511.9263573750002,3916.457964781937,2.5903761421169174,0.07854218522003495
Startup_2293,Fintech,9,4389414503.85,15535355286.513,39,Singapore,2007,155.98,18,243856361.32500002,900000,4877.127226500001,17261.505873903334,3.539277339355119,0.02050387356242161
Startup_2294,Biotech,10,3907581515.32,15455264808.607126,7,France,2007,150.23,18,217087861.96222222,1000000,3907.58151532,15455.264808607126,3.9551995903382866,0.02303214907920602
Startup_2295,Blockchain,5,503853028.19,1277480871.054203,2,UK,2002,26.81,23,21906653.399565216,500000,1007.70605638,2554.9617421084063,2.5354236247092135,0.22824116074704662
Startup_2296,E-commerce,4,3137930472.0,11500138690.013916,19,Singapore,2022,166.66,3,1045976824.0,400000,7844.82618,28750.34672503479,3.6648800196914992,0.004780220637087462
Startup_2297,Biotech,2,1175590187.02,2532342618.403718,16,USA,2019,36.41,6,195931697.83666667,200000,5877.9509351,12661.71309201859,2.1541032294790976,0.025519096987400777
Startup_2298,Fintech,4,1759644618.89,3041349585.545736,9,Singapore,2014,126.57,11,159967692.62636364,400000,4399.111547225,7603.373963864339,1.7283885353306434,0.031256311308299575
Startup_2299,E-commerce,4,4771659934.73,22034524566.735275,35,Brazil,2018,123.67,7,681665704.9614285,400000,11929.149836825,55086.31141683819,4.617790217269974,0.007334973673470812
Startup_2300,E-commerce,3,4126939422.46,15052320450.532698,2,Singapore,2001,183.07,24,171955809.26916668,300000,13756.464741533333,50174.40150177566,3.64733254106266,0.029077238048837165
Startup_2301,Fintech,8,4253550112.84,13080925209.408722,37,Brazil,2006,166.15,19,223871058.57052633,800000,5316.93764105,16351.156511760903,3.0752958969313475,0.022334284886694474
Startup_2302,EdTech,3,4412996777.99,11052209849.026209,30,USA,2013,190.62,12,367749731.49916667,300000,14709.989259966665,36840.69949675403,2.5044681437678706,0.013596202992771811
Startup_2303,EdTech,5,1008678844.45,4194130071.469336,27,China,2003,24.33,22,45849038.38409091,500000,2017.3576889,8388.260142938672,4.15804306251338,0.10905354127852206
Startup_2304,AI,7,491050868.21,1364862264.056528,41,UK,2020,187.43,5,98210173.64199999,700000,701.5012403,1949.8032343664688,2.7794722551490105,0.05091122247911116
Startup_2305,Blockchain,2,3462055251.9,13746122576.024023,26,France,2014,104.88,11,314732295.6272727,200000,17310.276259500002,68730.61288012011,3.9705093003585237,0.015886517111422648
Startup_2306,SaaS,5,2391362972.34,5950393038.741666,8,Singapore,2005,107.24,20,119568148.61700001,500000,4782.72594468,11900.786077483332,2.488285177770014,0.04181715664107145
Startup_2307,HealthTech,5,488188960.61,737682613.9831759,37,Singapore,2012,113.96,13,37552996.97,500000,976.3779212200001,1475.3652279663518,1.5110595968033147,0.13314516559076112
Startup_2308,HealthTech,3,1285797340.24,5000830436.264413,29,India,2001,131.47,24,53574889.17666667,300000,4285.991134133334,16669.43478754804,3.889283543961122,0.0933273045794304
Startup_2309,Blockchain,6,1947199227.09,7048651332.8392105,10,China,2002,19.78,23,84660835.96043478,600000,3245.33204515,11747.752221398685,3.6198922199517805,0.05905918531606149
Startup_2310,AI,6,3529827217.42,6142404213.794886,31,Canada,2009,103.29,16,220614201.08875,600000,5883.045362366667,10237.34035632481,1.7401430255513908,0.02266399885104663
Startup_2311,Blockchain,10,2822588241.14,7884353561.238914,29,India,2003,191.51,22,128299465.50636363,1000000,2822.58824114,7884.353561238913,2.79330631592745,0.03897132369387775
Startup_2312,Fintech,1,124010019.69,386078918.52797616,24,Brazil,2022,30.26,3,41336673.23,100000,1240.1001969,3860.7891852797616,3.1132880995672405,0.12095796805368607
Startup_2313,Biotech,10,3532611367.79,6892953375.375741,38,Germany,2015,22.67,10,353261136.779,1000000,3532.61136779,6892.953375375741,1.9512345564601323,0.014153835447594106
Startup_2314,HealthTech,2,2220992012.94,6077102383.739722,22,UK,2013,143.99,12,185082667.745,200000,11104.9600647,30385.511918698612,2.7362108230615663,0.02701495532195815
Startup_2315,AI,7,304361430.84,1200730379.284866,13,Brazil,2017,158.57,8,38045178.855,700000,434.80204405714284,1715.3291132640945,3.945080610151551,0.13142269665905085
Startup_2316,Fintech,3,4991252026.24,21062469571.29556,26,Australia,2004,91.19,21,237678667.91619048,300000,16637.506754133334,70208.23190431853,4.219876988892964,0.021036805885175546
Startup_2317,E-commerce,5,2787131774.9,10714751903.117702,33,Australia,2009,47.55,16,174195735.93125,500000,5574.2635498,21429.503806235403,3.844365020560299,0.028703343243564553
Startup_2318,E-commerce,10,193673155.64,365662687.66824704,10,Australia,2017,109.95,8,24209144.455,1000000,193.67315563999998,365.66268766824703,1.888040118207923,0.206533527415395
Startup_2319,E-commerce,2,2955562392.36,9272069596.147,45,Canada,2013,124.7,12,246296866.03,200000,14777.8119618,46360.347980734994,3.137159147820697,0.020300704920017044
Startup_2320,Biotech,4,3971122844.19,9273788778.70991,48,Brazil,2017,54.98,8,496390355.52375,400000,9927.807110475,23184.471946774775,2.335306446708905,0.010072717860773935
Startup_2321,Fintech,8,2577407727.34,6893512526.999088,50,UK,2018,42.07,7,368201103.90571433,800000,3221.7596591750003,8616.89065874886,2.6745913942430444,0.013579535604217948
Startup_2322,EdTech,4,1489136749.96,4050653255.613341,19,Canada,2019,79.83,6,248189458.32666668,400000,3722.8418749,10126.633139033353,2.7201351761160595,0.020145899965739098
Startup_2323,Blockchain,5,1445539842.11,2868878200.372526,10,Canada,2014,186.2,11,131412712.9190909,500000,2891.0796842199998,5737.756400745052,1.9846413891885075,0.03804806923876867
Startup_2324,HealthTech,3,2487532029.05,11647493462.883064,17,UK,2013,106.9,12,207294335.7541667,300000,8291.773430166668,38824.97820961021,4.682349142387242,0.024120292442189887
Startup_2325,EdTech,4,4967212916.59,18797551623.58852,42,USA,2005,135.23,20,248360645.82950002,400000,12418.032291475,46993.8790589713,3.784325725359297,0.0201320140044752
Startup_2326,EdTech,10,4405716989.47,17190803055.91624,43,France,2012,113.53,13,338901306.8823077,1000000,4405.71698947,17190.80305591624,3.9019308541614386,0.014753557742214254
Startup_2327,SaaS,8,473003165.97,1304466727.945953,15,France,2012,53.55,13,36384858.92076923,800000,591.2539574625,1630.583409932441,2.7578393165103847,0.13741979901276727
Startup_2328,Fintech,10,1837368627.02,3433681900.178774,29,Canada,2013,34.63,12,153114052.25166667,1000000,1837.36862702,3433.681900178774,1.8688040329434654,0.03265539593832789
Startup_2329,SaaS,2,4899161911.14,12478981819.754574,3,Germany,2023,130.22,2,2449580955.57,200000,24495.8095557,62394.90909877287,2.54716664729515,0.0020411654444939687
Startup_2330,E-commerce,1,872854938.36,3420694093.615805,44,China,2016,69.42,9,96983882.04,100000,8728.5493836,34206.940936158055,3.918972034508872,0.051554958358315674
Startup_2331,EdTech,2,3423949594.77,5793258215.776962,32,Canada,2010,147.64,15,228263306.318,200000,17119.74797385,28966.291078884813,1.691981162522376,0.02190452806739932
Startup_2332,HealthTech,3,2254350499.07,7206959226.536243,39,Canada,2000,121.04,25,90174019.96280001,300000,7514.501663566667,24023.197421787478,3.196911584737764,0.055448343126575456
Startup_2333,Blockchain,3,938101303.06,2066300087.702018,5,China,2000,195.59,25,37524052.1224,300000,3127.004343533333,6887.666959006727,2.202640675332118,0.13324786949155865
Startup_2334,EdTech,1,1794592701.91,4459870357.290771,31,China,2014,129.41,11,163144791.08272728,100000,17945.9270191,44598.7035729077,2.485171344196426,0.030647622684224135
Startup_2335,Blockchain,8,918313105.73,1837797215.8653212,18,Germany,2016,93.88,9,102034789.52555555,800000,1147.8913821625001,2297.2465198316513,2.0012751690006536,0.04900289424076975
Startup_2336,AI,8,717688495.75,1863672034.8989968,21,Brazil,2006,67.75,19,37773078.723684214,800000,897.1106196875,2329.590043623746,2.5967701111767427,0.13236940617352788
Startup_2337,HealthTech,5,205348799.18,990469096.603657,15,Germany,2022,134.6,3,68449599.72666667,500000,410.69759836000003,1980.938193207314,4.823349834811812,0.0730464461438201
Startup_2338,SaaS,6,2215835127.15,5211918891.839743,28,China,2022,161.45,3,738611709.0500001,600000,3693.05854525,8686.531486399572,2.3521239590344867,0.006769456723656579
Startup_2339,Blockchain,9,686591541.35,1516875758.5645363,43,Canada,2017,142.37,8,85823942.66875,900000,762.8794903888889,1685.4175095161515,2.209284075335392,0.05825880103525688
Startup_2340,Blockchain,7,3098090915.48,15328890640.755436,30,Australia,2013,188.21,12,258174242.95666668,700000,4425.844164971429,21898.415201079195,4.947850485653184,0.01936676541679344
Startup_2341,EdTech,7,3307703379.34,6489752717.150174,44,Germany,2002,87.18,23,143813190.40608695,700000,4725.290541914286,9271.075310214534,1.9620116959958787,0.034767325485801706
Startup_2342,HealthTech,10,4919087885.11,22309750401.26973,38,Canada,2018,98.89,7,702726840.7299999,1000000,4919.08788511,22309.750401269728,4.535342917698419,0.007115140208400107
Startup_2343,EdTech,9,2266923934.6,9993329216.308174,11,Brazil,2016,47.59,9,251880437.17777777,900000,2518.8043717777778,11103.699129231305,4.408321366138606,0.019850688112276815
Startup_2344,Fintech,3,2222370065.77,7303245693.185352,21,China,2016,168.21,9,246930007.30777776,300000,7407.900219233334,24344.152310617843,3.286241929583832,0.020248652865295206
Startup_2345,Blockchain,2,3213683695.71,4900467433.076408,29,Canada,2019,66.0,6,535613949.285,200000,16068.41847855,24502.337165382043,1.524875469112945,0.009335081744369398
Startup_2346,SaaS,4,3272123652.83,12297204707.028524,19,USA,2018,35.77,7,467446236.1185714,400000,8180.309132075,30743.01176757131,3.758172371142789,0.010696417285370356
Startup_2347,E-commerce,4,3408214283.67,6455248159.987666,4,France,2021,179.93,4,852053570.9175,400000,8520.535709175,16138.120399969166,1.8940264967837028,0.00586817562963318
Startup_2348,EdTech,1,488952580.74,1647677631.526135,36,USA,2005,141.93,20,24447629.037,100000,4889.5258074,16476.776315261348,3.3698106860024644,0.2045188100830884
Startup_2349,HealthTech,1,3881857530.16,10776618829.241978,13,France,2004,43.95,21,184850358.57904762,100000,38818.5753016,107766.18829241977,2.776150012078829,0.0270489061445983
Startup_2350,SaaS,3,3506055940.35,15457968435.650972,20,India,2006,161.65,19,184529260.01842105,300000,11686.8531345,51526.56145216991,4.408933770208996,0.027095973828220325
Startup_2351,Biotech,5,901100334.07,4105920884.6083465,37,India,2022,11.1,3,300366778.0233334,500000,1802.20066814,8211.841769216693,4.556563491729198,0.016646314991638607
Startup_2352,EdTech,7,655307650.51,1968191830.720216,43,Canada,2015,155.56,10,65530765.051,700000,936.1537864428572,2811.7026153145944,3.003462311463097,0.07630004008206982
Startup_2353,SaaS,10,2568023883.25,5113585145.322704,21,Australia,2012,33.24,13,197540298.71153846,1000000,2568.02388325,5113.585145322704,1.9912529547237436,0.02531129107636581
Startup_2354,E-commerce,4,1124276728.6,5338621169.041752,31,Canada,2012,126.62,13,86482825.27692308,400000,2810.6918214999996,13346.55292260438,4.748493883431745,0.05781494746488343
Startup_2355,HealthTech,1,2295513424.67,5419272690.521914,4,China,2007,175.13,18,127528523.59277779,100000,22955.1342467,54192.72690521913,2.3608107154942823,0.03920691512093347
Startup_2356,EdTech,2,3908570325.33,19523663952.78141,20,Germany,2016,6.14,9,434285591.7033333,200000,19542.85162665,97618.31976390706,4.9950908715280775,0.01151316114446544
Startup_2357,EdTech,7,4737891963.82,16271532515.00763,2,Australia,2019,25.49,6,789648660.6366667,700000,6768.417091171428,23245.046450010897,3.4343401325446115,0.006331929944601782
Startup_2358,SaaS,4,4705010950.16,15161479902.974913,18,Brazil,2023,144.72,2,2352505475.08,400000,11762.527375399999,37903.69975743728,3.222411183221439,0.0021253935656961515
Startup_2359,Biotech,10,2927988521.44,8793549691.839424,45,Canada,2020,29.66,5,585597704.288,1000000,2927.98852144,8793.549691839424,3.0032732804275852,0.00853828483852965
Startup_2360,SaaS,9,4090944615.82,19978729839.05985,15,Singapore,2021,82.91,4,1022736153.955,900000,4545.494017577778,22198.5887100665,4.883647107272132,0.004888846434796122
Startup_2361,SaaS,1,838176345.86,2413521661.1690464,3,USA,2010,108.19,15,55878423.057333335,100000,8381.7634586,24135.216611690463,2.879491497332442,0.08947997682164034
Startup_2362,E-commerce,9,1208988300.02,4114543261.259099,31,Brazil,2009,13.97,16,75561768.75125,900000,1343.3203333555555,4571.7147347323325,3.403294524182768,0.06617102911473716
Startup_2363,E-commerce,4,1054061470.97,4814794606.700059,48,France,2011,104.88,14,75290105.06928572,400000,2635.1536774250003,12036.986516750147,4.5678499208108265,0.06640978911370558
Startup_2364,Blockchain,7,4295212282.57,14743418634.791431,28,USA,2014,190.58,11,390473843.86999995,700000,6136.017546528571,21062.026621130615,3.4325238579290533,0.012804955001453682
Startup_2365,E-commerce,9,1885290013.45,8154347230.425217,29,Singapore,2016,40.4,9,209476668.16111112,900000,2094.7666816111114,9060.385811583574,4.325248196431651,0.023869006719900842
Startup_2366,SaaS,6,4233674112.01,17972354743.738632,50,Singapore,2020,45.46,5,846734822.4020001,600000,7056.1235200166675,29953.924572897722,4.245096402851373,0.005905036462083964
Startup_2367,HealthTech,8,284767120.65,1158166845.955454,33,China,2011,32.81,14,20340508.61785714,800000,355.95890081249996,1447.7085574443176,4.067066602744941,0.2458148954844939
Startup_2368,Biotech,8,4558552501.3,8173571998.226581,36,Germany,2014,188.42,11,414413863.75454545,800000,5698.190626625,10216.964997783225,1.7930191647229368,0.012065233423178782
Startup_2369,Biotech,9,4827987276.7,17347918487.69042,40,Germany,2017,77.39,8,603498409.5875,900000,5364.430307444444,19275.464986322688,3.5931988825678878,0.008285025976153895
Startup_2370,Biotech,4,1268184516.76,4161049946.146339,22,France,2011,197.55,14,90584608.34,400000,3170.4612919,10402.624865365848,3.2811076709697797,0.05519701516214559
Startup_2371,Blockchain,5,820124408.65,3508843022.0661025,44,France,2005,75.87,20,41006220.4325,500000,1640.2488173,7017.686044132205,4.27842774225191,0.12193272014011775
Startup_2372,Biotech,6,4905426256.0,11413635120.44028,20,China,2015,126.74,10,490542625.6,600000,8175.7104266666665,19022.725200733803,2.3267366636038735,0.010192794140742251
Startup_2373,Biotech,6,3766339986.15,17287995576.37326,19,Singapore,2009,142.63,16,235396249.134375,600000,6277.233310250001,28813.3259606221,4.590131437933532,0.02124078025196472
Startup_2374,Blockchain,1,1271803843.57,2674824574.401068,29,USA,2021,146.88,4,317950960.8925,100000,12718.038435699998,26748.24574401068,2.103173840780932,0.015725695515952577
Startup_2375,AI,3,4914633559.03,24289247720.93922,20,USA,2007,31.96,18,273035197.7238889,300000,16382.111863433332,80964.1590697974,4.94222965541569,0.01831265727525844
Startup_2376,SaaS,6,906231038.38,3263247997.3591785,35,Australia,2004,50.64,21,43153858.97047619,600000,1510.3850639666666,5438.746662265297,3.600900718643049,0.11586449321764622
Startup_2377,SaaS,3,35755059.65,107529608.27418418,14,USA,2010,69.71,15,2383670.643333333,300000,119.18353216666667,358.4320275806139,3.007395577766409,2.0976052266214023
Startup_2378,SaaS,6,2084427233.57,3608890325.60524,46,Germany,2019,173.24,6,347404538.92833334,600000,3474.0453892833334,6014.817209342066,1.7313582683451563,0.014392442929571102
Startup_2379,SaaS,2,1825694972.01,2989870380.731564,1,India,2013,110.79,12,152141247.6675,200000,9128.47486005,14949.35190365782,1.6376615078475372,0.03286419742611383
Startup_2380,Biotech,10,4192724926.87,10842932541.47016,3,India,2011,112.05,14,299480351.9192857,1000000,4192.72492687,10842.93254147016,2.5861301970899264,0.016695586097573347
Startup_2381,E-commerce,4,1837498944.09,6949002870.267736,36,France,2022,137.3,3,612499648.03,400000,4593.747360225,17372.50717566934,3.781772442709701,0.008163269997103904
Startup_2382,Fintech,7,2993403226.19,10084147575.628729,7,Australia,2005,31.62,20,149670161.3095,700000,4276.290323128572,14405.925108041041,3.368790240953879,0.033406792350952286
Startup_2383,HealthTech,3,1260472208.85,4249081525.259864,42,China,2023,53.67,2,630236104.425,300000,4201.5740295,14163.605084199546,3.371023569917929,0.007933534694210804
Startup_2384,E-commerce,10,1660871832.79,2770234773.9634185,36,Canada,2018,95.58,7,237267404.6842857,1000000,1660.8718327899999,2770.2347739634183,1.6679401259457003,0.021073269658144288
Startup_2385,Blockchain,1,1639469218.8,6236853500.294074,1,USA,2015,86.42,10,163946921.88,100000,16394.692188,62368.53500294074,3.8041906665738456,0.030497675361418015
Startup_2386,AI,9,2612320866.56,4728946855.199382,23,France,2010,110.65,15,174154724.43733332,900000,2902.578740622222,5254.38539466598,1.8102473228821363,0.028710102560549063
Startup_2387,AI,1,269209846.19,793328279.8813717,46,Singapore,2006,86.51,19,14168939.273157895,100000,2692.0984619,7933.282798813718,2.9468769107407207,0.3528845669818181
Startup_2388,Biotech,5,672946393.2,1611061300.626671,41,France,2014,31.15,11,61176944.83636364,500000,1345.8927864000002,3222.122601253342,2.3940410661326816,0.08173013564789842
